col_name,description,source,needs_review
pts_bench,Points scored by the bench.,curated,FALSE
pts_off_tov,Points scored off opponent turnovers.,curated,FALSE
pts_ot1,Pts ot1.,heuristic,TRUE
pts_paint,Points scored in the paint.,curated,FALSE
pts_qtr1,Pts qtr1.,heuristic,TRUE
pts_qtr2,Pts qtr2.,heuristic,TRUE
pts_qtr3,Pts qtr3.,heuristic,TRUE
pts_qtr4,Pts qtr4.,heuristic,TRUE
published,Publication timestamp (ISO 8601).,curated,FALSE
qtr,Quarter (1-4) or OT period (5+).,curated,FALSE
qualifiers,Qualifiers.,heuristic,TRUE
rank,Whether to include statistical ranks in the returned table.,parameter_descriptions,FALSE
ranking,Ranking position.,curated,FALSE
reason,Reason.,heuristic,TRUE
reb,Total rebounds.,curated,FALSE
reb_pct,Total rebound percentage (0-1).,curated,FALSE
rebound_chances_defensive,Rebound chances defensive.,heuristic,TRUE
rebound_chances_offensive,Rebound chances offensive.,heuristic,TRUE
rebound_chances_total,Rebound chances total.,heuristic,TRUE
rebound_defensive_total,Rebound defensive total.,heuristic,TRUE
rebound_offensive_total,Rebound offensive total.,heuristic,TRUE
rebound_percentage,Total rebound percentage (0-1).,curated,FALSE
rebound_total,Rebound total.,heuristic,TRUE
rebounder_name,Rebounder name.,curated,FALSE
rebounds,Total rebounds.,curated,FALSE
rebounds_defensive,Defensive rebounds.,curated,FALSE
rebounds_offensive,Offensive rebounds.,curated,FALSE
rebounds_per_game,Rebounds Per Game.,espn_api,FALSE
rebounds_personal,Rebounds personal.,heuristic,TRUE
rebounds_team,Rebounds team.,heuristic,TRUE
rebounds_team_defensive,Rebounds team defensive.,heuristic,TRUE
rebounds_team_offensive,Rebounds team offensive.,heuristic,TRUE
rebounds_total,Total rebounds.,curated,FALSE
record,Record string (e.g. '12-4').,curated,FALSE
record_away,Away win-loss record.,curated,FALSE
record_conference,Conference win-loss record.,curated,FALSE
record_division,Division win-loss record.,curated,FALSE
record_home,Home win-loss record.,curated,FALSE
record_overall,Overall win-loss record.,curated,FALSE
record_summary,Win-loss record summary string.,curated,FALSE
ref,Ref.,heuristic,TRUE
region,Region label.,curated,FALSE
regulation_periods,Regulation periods.,heuristic,TRUE
result,Result.,heuristic,TRUE
returns_at,Returns at.,heuristic,TRUE
road,Road.,heuristic,TRUE
road_avgpointsagainst,Road avgpointsagainst.,heuristic,TRUE
road_avgpointsfor,Road avgpointsfor.,heuristic,TRUE
road_gamesbehind,Road gamesbehind.,heuristic,TRUE
road_leaguewinpercent,Road leaguewinpercent.,heuristic,TRUE
road_losses,Road losses.,heuristic,TRUE
road_playoffseed,Road playoffseed.,heuristic,TRUE
road_pointsagainst,Road pointsagainst.,heuristic,TRUE
road_pointsfor,Road pointsfor.,heuristic,TRUE
road_record,Win-loss record for road.,heuristic,TRUE
road_streak,Road streak.,heuristic,TRUE
road_winpercent,Road winpercent.,heuristic,TRUE
road_wins,Road wins.,heuristic,TRUE
roster_href,URL for roster.,heuristic,TRUE
round,Tournament / playoff round.,curated,FALSE
round_name,Round display name.,curated,FALSE
round_number,Numeric round.,curated,FALSE
round_pick,Round pick.,heuristic,TRUE
rpg,Rebounds per game.,curated,FALSE
scc,Scc.,heuristic,TRUE
school,Player's school / college (when distinct from 'college').,curated,FALSE
school_name,Player's school / college name.,curated,FALSE
score,Final score.,curated,FALSE
score_away,Score away.,heuristic,TRUE
score_home,Score home.,heuristic,TRUE
score_margin,Score margin.,heuristic,TRUE
score_team_id,Team ID credited with the scoring play.,curated,FALSE
score_value,Point value of the play (2 / 3 / 1).,curated,FALSE
scoring_efficiency,Scoring Efficiency.,espn_api,FALSE
scoring_play,TRUE if the play resulted in points scored.,curated,FALSE
screen_assist_points,Points generated from screen assists.,curated,FALSE
screen_assists,Screen assists (resulting in a basket).,curated,FALSE
sdr,Sdr.,heuristic,TRUE
sdur,Sdur.,heuristic,TRUE
season,Season identifier (4-digit year or 'YYYY-YY' string).,curated,FALSE
season_display_name,Season display label.,curated,FALSE
season_end_date,Date in YYYY-MM-DD format.,heuristic,TRUE
season_id,Unique season identifier.,curated,FALSE
season_segment,Season segment filter ('Pre All-Star' / 'Post All-Star').,curated,FALSE
season_short_display_name,Season short display label.,curated,FALSE
season_slug,Season slug.,heuristic,TRUE
season_start_date,Date in YYYY-MM-DD format.,heuristic,TRUE
season_type,"Season type (1=pre-season, 2=regular season, 3=postseason, 4=off-season for ESPN; or string label for WNBA Stats).",curated,FALSE
season_type_abbreviation,Season type abbreviation.,heuristic,TRUE
season_type_count,Count of season type.,heuristic,TRUE
season_type_label,Season type label.,heuristic,TRUE
season_type_name,Season type name.,heuristic,TRUE
season_type_type,Season type type.,heuristic,TRUE
season_year,Season year string ('YYYY-YY' format).,curated,FALSE
seasons_played,Number of seasons played.,curated,FALSE
seasontype,"Season type ('Regular Season', 'Playoffs', 'Pre Season', 'All Star').",curated,FALSE
seasontype_id,"Numeric season-type identifier (2 = regular, 3 = playoffs).",curated,FALSE
seasontype_name,Season-type display name.,curated,FALSE
second_chance_points,Second-chance points scored.,curated,FALSE
second_chance_points_attempted,Number of second chance points attempted.,heuristic,TRUE
second_chance_points_made,Number of second chance points made.,heuristic,TRUE
second_chance_points_percentage,Second chance points percentage (0-1 decimal).,heuristic,TRUE
second_chance_pts,Second-chance points scored.,curated,FALSE
secondary_assists,Secondary assists.,heuristic,TRUE
secondary_team_abbreviation,Secondary team abbreviation.,curated,FALSE
secondary_team_color,Secondary team primary color.,curated,FALSE
secondary_team_id,Secondary team identifier.,curated,FALSE
secondary_team_logo,Secondary team logo URL.,curated,FALSE
secondary_team_name,Secondary team name.,curated,FALSE
secondary_team_record,Secondary team's record string.,curated,FALSE
seconds_remaining,Seconds remaining in the period.,curated,FALSE
seconds_remaining_quarter,Seconds remaining quarter.,heuristic,TRUE
secs_to_end_of_game,Secs to end of game.,heuristic,TRUE
secs_to_end_of_period,Secs to end of period.,heuristic,TRUE
seed,Tournament seed.,curated,FALSE
seed_display,Playoff seed display string.,curated,FALSE
selection,Selection.,heuristic,TRUE
sellout,Sellout.,heuristic,TRUE
sequence_number,Sequence number representing a shot-possession (V3 PBP).,curated,FALSE
series_conference,Series conference.,heuristic,TRUE
series_game_number,Series game number.,heuristic,TRUE
series_text,Series text.,heuristic,TRUE
sex,Athlete sex / gender ('male' / 'female').,curated,FALSE
shooter_name,Shooter name (for shot events).,curated,FALSE
shooting_efficiency,Shooting Efficiency.,espn_api,FALSE
shooting_play,TRUE if the play was a shooting attempt.,curated,FALSE
short_abbreviation,Short abbreviation.,curated,FALSE
short_caption,Short caption.,curated,FALSE
short_comment,Short comment.,heuristic,TRUE
short_description,Short description text.,curated,FALSE
short_display_name,Short display name.,curated,FALSE
short_headline,Short news headline.,curated,FALSE
short_link,Short URL link.,curated,FALSE
short_name,Short display name.,curated,FALSE
short_text,Short text label.,curated,FALSE
shot_action_number,Shot action number.,heuristic,TRUE
shot_attempted,1 if a shot was attempted on this event.,curated,FALSE
shot_attempted_flag,1 if a shot was attempted on this event.,curated,FALSE
shot_chart_x,"X coordinate on the shot chart (feet from basket; 0 = center).""",curated,FALSE
shot_chart_y,Y coordinate on the shot chart (feet; basket at 0).,curated,FALSE
shot_distance,"Shot distance from the basket, in feet.",curated,FALSE
shot_made,1 if the shot was made.,curated,FALSE
shot_made_flag,1 if the shot was made; 0 if missed.,curated,FALSE
shot_result,Shot result ('Made' / 'Missed').,curated,FALSE
shot_type,"Shot type label (e.g. 'Jump Shot', 'Layup').",curated,FALSE
shot_value,Point value of the shot (2 or 3).,curated,FALSE
shot_zone_area,"Shot zone area ('Left Side', 'Right Side', 'Center').",curated,FALSE
shot_zone_basic,"Shot zone (e.g. 'Restricted Area', 'Mid-Range', 'Above the Break 3').",curated,FALSE
shot_zone_range,"Shot zone range ('Less Than 8 ft.', '8-16 ft.', '16-24 ft.', etc.).",curated,FALSE
side,"Side label (e.g. 'home', 'away', or 'overUnder').",curated,FALSE
signed_date,Date in YYYY-MM-DD format.,heuristic,TRUE
signed_team_id,Unique identifier for signed team.,heuristic,TRUE
slug,URL-safe identifier.,curated,FALSE
sort_value,Sort key for ordering rows.,curated,FALSE
speed,Speed.,heuristic,TRUE
spg,Steals per game.,curated,FALSE
spread,Spread.,heuristic,TRUE
srt,Srt.,heuristic,TRUE
standing_summary,Standing summary.,heuristic,TRUE
start_date,Start date (YYYY-MM-DD).,curated,FALSE
start_game_seconds_remaining,Seconds remaining in the game at the start of the play.,curated,FALSE
start_half_seconds_remaining,Seconds remaining in the half at the start of the play.,curated,FALSE
start_quarter_seconds_remaining,Seconds remaining in the period at the start of the play.,curated,FALSE
starter,TRUE if the player was in the starting lineup; FALSE otherwise.,curated,FALSE
stat_display_name,Stat display name.,heuristic,TRUE
stat_display_value,Stat display value.,heuristic,TRUE
stat_name,Stat name.,heuristic,TRUE
stat_rank,League/season rank for stat.,heuristic,TRUE
stat_value,Stat value.,heuristic,TRUE
state,State / region.,curated,FALSE
statistics_ref,Statistics ref.,heuristic,TRUE
stats,Stats.,heuristic,TRUE
status,Status label.,curated,FALSE
status_abbreviation,Status abbreviation.,heuristic,TRUE
status_id,Status identifier.,curated,FALSE
status_name,Status label.,curated,FALSE
status_type,Status type.,heuristic,TRUE
steal_person_id,Unique identifier for steal person.,heuristic,TRUE
steal_player_name,Steal player name.,heuristic,TRUE
steal_to_turnover_ratio,Steal To Turnover Ratio.,espn_api,FALSE
steals,Total steals.,curated,FALSE
steals_per_game,Steals Per Game.,espn_api,FALSE
sth,Sth.,heuristic,TRUE
stl,Steals.,curated,FALSE
stl_to_ratio,Steal-to-turnover ratio.,curated,FALSE
stp,Stp.,heuristic,TRUE
strcurrentstreak,Strcurrentstreak.,heuristic,TRUE
streak,Current streak (e.g. 'W3' for three-game win streak).,curated,FALSE
streak_length,Current streak length in games.,curated,FALSE
streak_type,Current streak type ('win' or 'loss').,curated,FALSE
stt,Stt.,heuristic,TRUE
stw,Stw.,heuristic,TRUE
sub_heading,Section sub-heading.,curated,FALSE
sub_in_player_id,Player ID coming in (substitution).,curated,FALSE
sub_label,Secondary label.,curated,FALSE
sub_out_player_id,Player ID going out (substitution).,curated,FALSE
sub_text,Secondary text label.,curated,FALSE
sub_type,Action sub-type label.,curated,FALSE
substitute_in_name,Player coming in (substitution).,curated,FALSE
substitute_out_name,Player going out (substitution).,curated,FALSE
summary,Summary.,heuristic,TRUE
surl,Surl.,heuristic,TRUE
team,Team-side label or team identifier.,curated,FALSE
team_abbrev,Abbreviation for team.,heuristic,TRUE
team_abbreviation,Short team abbreviation (e.g. 'LAS').,curated,FALSE
team_alternate_color,Team alternate color (hex without leading '#').,curated,FALSE
team_away_leaders_assists,Team away leaders assists.,heuristic,TRUE
team_away_leaders_jersey_num,Team away leaders jersey num.,heuristic,TRUE
team_away_leaders_name,Team away leaders name.,heuristic,TRUE
team_away_leaders_person_id,Unique identifier for team away leaders person.,heuristic,TRUE
team_away_leaders_player_slug,Team away leaders player slug.,heuristic,TRUE
team_away_leaders_points,Team away leaders points.,heuristic,TRUE
team_away_leaders_position,Team away leaders position.,heuristic,TRUE
team_away_leaders_rebounds,Team away leaders rebounds.,heuristic,TRUE
team_away_leaders_team_tricode,Team away leaders team tricode.,heuristic,TRUE
team_city,Team city or region (e.g. 'Las Vegas').,curated,FALSE
team_city_name,Team city name.,heuristic,TRUE
team_color,Team primary color (hex without leading '#').,curated,FALSE
team_color_alt,Team alternate color (hex).,curated,FALSE
team_display_name,Full team display name.,curated,FALSE
team_external_id,Unique identifier for team external.,heuristic,TRUE
team_full_name,Full team name (e.g. 'Las Vegas Aces').,curated,FALSE
team_guid,ESPN team GUID.,curated,FALSE
team_home_away,Team home away.,heuristic,TRUE
team_home_leaders_assists,Team home leaders assists.,heuristic,TRUE
team_home_leaders_jersey_num,Team home leaders jersey num.,heuristic,TRUE
team_home_leaders_name,Team home leaders name.,heuristic,TRUE
team_home_leaders_person_id,Unique identifier for team home leaders person.,heuristic,TRUE
team_home_leaders_player_slug,Team home leaders player slug.,heuristic,TRUE
team_home_leaders_points,Team home leaders points.,heuristic,TRUE
team_home_leaders_position,Team home leaders position.,heuristic,TRUE
team_home_leaders_rebounds,Team home leaders rebounds.,heuristic,TRUE
team_home_leaders_team_tricode,Team home leaders team tricode.,heuristic,TRUE
team_id,Unique team identifier.,curated,FALSE
team_in_bonus,Team in bonus.,heuristic,TRUE
team_is_active,TRUE if the team is currently active.,curated,FALSE
team_is_all_star,TRUE if the row represents an All-Star team.,curated,FALSE
team_leading,Team leading.,heuristic,TRUE
team_links,JSON array of team-related links.,curated,FALSE
team_location,Team city or location string.,curated,FALSE
team_logo,Team logo image URL.,curated,FALSE
team_logo_dark,Team logo URL for dark backgrounds.,curated,FALSE
team_logo_href,Team logo URL.,curated,FALSE
team_name,Full team display name (e.g. 'Las Vegas Aces').,curated,FALSE
team_name_full,Team name full.,heuristic,TRUE
team_nickname,Team nickname.,heuristic,TRUE
team_rebounds,Team rebounds (rebounds credited to the team rather than a player).,curated,FALSE
team_record,Team record string (e.g. '8-3' or '8-3 Overall').,curated,FALSE
team_ref,Team ref.,heuristic,TRUE
team_score,Team's score / final score.,curated,FALSE
team_sdr,ESPN team SDR identifier.,curated,FALSE
team_season_leaders_flag,Team season leaders flag.,heuristic,TRUE
team_short_display_name,Short team display name (e.g. 'Aces').,curated,FALSE
team_short_name,Short team display name.,curated,FALSE
team_slug,URL-safe team identifier (e.g. 'lasvegas-aces' / 'aces').,curated,FALSE
team_timeouts_remaining,Team timeouts remaining.,heuristic,TRUE
team_tricode,Three-letter team code (e.g. 'LAS' / 'NYL').,curated,FALSE
team_turnover_percentage,Team turnover percentage (0-1).,curated,FALSE
team_turnovers,Team turnovers (turnovers credited to the team rather than a player).,curated,FALSE
team_uid,ESPN universal team identifier (UID format 's:40~l:...~t:...').,curated,FALSE
team_url,URL for team.,heuristic,TRUE
team_winner,TRUE if the team won this game.,curated,FALSE
team_wins_losses,Team wins losses.,heuristic,TRUE
technical_fouls,Total technical fouls.,curated,FALSE
text,Text description of the play / record.,curated,FALSE
text_type,Type of the text field.,curated,FALSE
three_point_field_goal_pct,Three-point field goal percentage (0-1).,curated,FALSE
three_point_field_goals_attempted,Three-point field goal attempts.,curated,FALSE
three_point_field_goals_made,Three-point field goals made.,curated,FALSE
three_point_field_goals_made_three_point_field_goals_attempted,3-Point Field Goals Made-Attempted.,espn_api,FALSE
three_point_field_goals_percentage,Three-point field goal percentage (0-1).,curated,FALSE
three_point_pct,3-Point Field Goal Percentage.,espn_api,FALSE
three_pointers_attempted,Three-point field goal attempts.,curated,FALSE
three_pointers_made,Three-point field goals made.,curated,FALSE
three_pointers_percentage,Three-point field goal percentage (0-1 decimal).,curated,FALSE
tie_percentage,Tie percentage (0-1 decimal).,heuristic,TRUE
time,Time left within the period,describe:load_wbb.R,FALSE
time_actual,Time actual.,heuristic,TRUE
time_leading,Time leading.,heuristic,TRUE
time_quarter,Time quarter.,heuristic,TRUE
time_remaining,Time remaining.,heuristic,TRUE
times_tied,Times tied.,heuristic,TRUE
timestamp,ISO 8601 UTC timestamp.,curated,FALSE
title,Title or label for the record.,curated,FALSE
to_team_id,Unique identifier for to team.,heuristic,TRUE
total,Total.,heuristic,TRUE
total_actions,Total number of actions recorded for the player / team.,curated,FALSE
total_rebound_percentage,Total rebound percentage (0-1).,curated,FALSE
total_rebounds,Total rebounds.,curated,FALSE
total_technical_fouls,Total technical fouls (player + team).,curated,FALSE
total_turnovers,Total turnovers (player + team).,curated,FALSE
touches,Touches.,heuristic,TRUE
tov,Turnovers.,curated,FALSE
tov_pct,Turnover percentage (0-1).,curated,FALSE
trade_note,Trade note.,heuristic,TRUE
traded,Traded.,heuristic,TRUE
transaction_id,Unique identifier for transaction.,heuristic,TRUE
trend,Trend.,heuristic,TRUE
triple_double,TRUE if the player recorded a triple-double in this game.,curated,FALSE
true_shooting_attempts,Number of true shooting attempted.,heuristic,TRUE
true_shooting_percentage,True shooting percentage (0-1).,curated,FALSE
ts_pct,True shooting percentage (0-1).,curated,FALSE
turnover_percentage,Turnover percentage (0-1).,curated,FALSE
turnover_ratio,Turnover ratio (turnovers per 100 possessions used).,curated,FALSE
turnover_total,Turnover total.,heuristic,TRUE
turnovers,Total turnovers.,curated,FALSE
turnovers_per_game,Turnovers Per Game.,espn_api,FALSE
turnovers_team,Turnovers team.,heuristic,TRUE
turnovers_total,Turnovers total.,heuristic,TRUE
two_point_field_goal_pct,Two-point field goal percentage (0-1).,curated,FALSE
two_point_field_goals_attempted,Two-point field goal attempts.,curated,FALSE
two_point_field_goals_made,Two-point field goals made.,curated,FALSE
two_point_field_goals_percentage,Two-point field goal percentage (0-1).,curated,FALSE
two_pointers_attempted,Number of two pointers attempted.,heuristic,TRUE
two_pointers_made,Number of two pointers made.,heuristic,TRUE
two_pointers_percentage,Two pointers percentage (0-1 decimal).,heuristic,TRUE
type,Record type / category.,curated,FALSE
type_abbreviation,Play type abbreviation,describe:load_wnba.R,FALSE
type_id,Type identifier (numeric).,curated,FALSE
type_long_name,Type long name.,heuristic,TRUE
type_name,Type name.,heuristic,TRUE
type_short_name,Type short name.,heuristic,TRUE
type_text,Display text for the type field.,curated,FALSE
uid,ESPN UID string (universal identifier).,curated,FALSE
uncontested_field_goals_attempted,Number of uncontested field goals attempted.,heuristic,TRUE
uncontested_field_goals_made,Number of uncontested field goals made.,heuristic,TRUE
uncontested_field_goals_percentage,Uncontested field goals percentage (0-1 decimal).,heuristic,TRUE
url,Resource URL.,curated,FALSE
url_path,URL path (relative to host).,curated,FALSE
usage_percentage,Usage percentage (0-1).,curated,FALSE
usg_pct,Usage percentage (0-1).,curated,FALSE
uuid,Uuid.,heuristic,TRUE
va,Va.,heuristic,TRUE
valid,Valid.,heuristic,TRUE
valid_values,character. Comma-separated enum values; empty string for free-form parameters.,describe:data.R,FALSE
value,Numeric or string value field.,curated,FALSE
venue,Venue name.,curated,FALSE
venue_address_city,Venue address city.,curated,FALSE
venue_address_state,Venue address state / region.,curated,FALSE
venue_capacity,Venue seating capacity.,curated,FALSE
venue_city,Venue city.,curated,FALSE
venue_id,Unique venue identifier.,curated,FALSE
venue_indoor,TRUE if the venue is indoors.,curated,FALSE
venue_name,Venue name.,curated,FALSE
venue_state,Venue state / region.,curated,FALSE
venue_zipcode,Venue zip / postal code.,curated,FALSE
verified,TRUE if the record is verified.,curated,FALSE
vid,Vid.,heuristic,TRUE
video_available,Video available.,heuristic,TRUE
video_available_flag,Video available flag.,heuristic,TRUE
visitor_description,Visitor description.,heuristic,TRUE
visitor_team_id,Unique identifier for visitor team.,heuristic,TRUE
vpa,Vpa.,heuristic,TRUE
vpb,Vpb.,heuristic,TRUE
vs_above_500_record,Win-loss record vs teams above .500.,curated,FALSE
vs_below_500_record,Win-loss record vs teams at or below .500.,curated,FALSE
vsaprankedteams,Vsaprankedteams.,heuristic,TRUE
vsaprankedteams_avgpointsagainst,Vsaprankedteams avgpointsagainst.,heuristic,TRUE
vsaprankedteams_avgpointsfor,Vsaprankedteams avgpointsfor.,heuristic,TRUE
vsaprankedteams_gamesbehind,Vsaprankedteams gamesbehind.,heuristic,TRUE
vsaprankedteams_leaguewinpercent,Vsaprankedteams leaguewinpercent.,heuristic,TRUE
vsaprankedteams_losses,Vsaprankedteams losses.,heuristic,TRUE
vsaprankedteams_playoffseed,Vsaprankedteams playoffseed.,heuristic,TRUE
vsaprankedteams_pointsagainst,Vsaprankedteams pointsagainst.,heuristic,TRUE
vsaprankedteams_pointsfor,Vsaprankedteams pointsfor.,heuristic,TRUE
vsaprankedteams_streak,Vsaprankedteams streak.,heuristic,TRUE
vsaprankedteams_winpercent,Vsaprankedteams winpercent.,heuristic,TRUE
vsaprankedteams_wins,Vsaprankedteams wins.,heuristic,TRUE
vsconf,Vsconf.,heuristic,TRUE
vsconf_avgpointsagainst,Vsconf avgpointsagainst.,heuristic,TRUE
vsconf_avgpointsfor,Vsconf avgpointsfor.,heuristic,TRUE
vsconf_gamesbehind,Vsconf gamesbehind.,heuristic,TRUE
vsconf_leaguewinpercent,Vsconf leaguewinpercent.,heuristic,TRUE
vsconf_losses,Vsconf losses.,heuristic,TRUE
vsconf_playoffseed,Vsconf playoffseed.,heuristic,TRUE
vsconf_pointsagainst,Vsconf pointsagainst.,heuristic,TRUE
vsconf_pointsfor,Vsconf pointsfor.,heuristic,TRUE
vsconf_streak,Vsconf streak.,heuristic,TRUE
vsconf_winpercent,Vsconf winpercent.,heuristic,TRUE
vsconf_wins,Vsconf wins.,heuristic,TRUE
vsdiv,Vsdiv.,heuristic,TRUE
vsusarankedteams,Vsusarankedteams.,heuristic,TRUE
vsusarankedteams_avgpointsagainst,Vsusarankedteams avgpointsagainst.,heuristic,TRUE
vsusarankedteams_avgpointsfor,Vsusarankedteams avgpointsfor.,heuristic,TRUE
vsusarankedteams_gamesbehind,Vsusarankedteams gamesbehind.,heuristic,TRUE
vsusarankedteams_leaguewinpercent,Vsusarankedteams leaguewinpercent.,heuristic,TRUE
vsusarankedteams_losses,Vsusarankedteams losses.,heuristic,TRUE
vsusarankedteams_playoffseed,Vsusarankedteams playoffseed.,heuristic,TRUE
vsusarankedteams_pointsagainst,Vsusarankedteams pointsagainst.,heuristic,TRUE
vsusarankedteams_pointsfor,Vsusarankedteams pointsfor.,heuristic,TRUE
vsusarankedteams_streak,Vsusarankedteams streak.,heuristic,TRUE
vsusarankedteams_winpercent,Vsusarankedteams winpercent.,heuristic,TRUE
vsusarankedteams_wins,Vsusarankedteams wins.,heuristic,TRUE
vtt,Vtt.,heuristic,TRUE
w,Wins.,curated,FALSE
w_pct,Wins percentage (0-1 decimal).,heuristic,TRUE
wallclock,Wallclock.,heuristic,TRUE
wc_time_string,Wc time string.,heuristic,TRUE
weather_condition,Weather condition description.,curated,FALSE
weather_temperature,Weather temperature.,curated,FALSE
weather_type,Weather type label.,curated,FALSE
week,Week number within the season.,curated,FALSE
week_name,Week name.,heuristic,TRUE
week_number,Week number.,heuristic,TRUE
weight,Player weight in pounds.,curated,FALSE
weight_kg,Player weight in kilograms.,curated,FALSE
weight_lb,Player weight in pounds.,curated,FALSE
wh_status,Wh status.,heuristic,TRUE
win_pct,Win percentage (0-1 decimal).,heuristic,TRUE
win_percent,Win percent.,heuristic,TRUE
winner,Winner.,heuristic,TRUE
winpercent,Winpercent.,heuristic,TRUE
wins,Total wins.,curated,FALSE
wnba_logo_svg,Wnba logo svg.,heuristic,TRUE
x,X.,heuristic,TRUE
x_legacy,V2-format X coordinate (preserved for V3-to-V2 compatibility).,curated,FALSE
y,Y.,heuristic,TRUE
y_legacy,V2-format Y coordinate (preserved for V3-to-V2 compatibility).,curated,FALSE
year,4-digit year.,curated,FALSE
year_max,Latest 4-digit year.,curated,FALSE
year_min,Earliest 4-digit year.,curated,FALSE
years,Years.,heuristic,TRUE
